id,Parent Sector (1),Parent Sector (2),Sub Sector (1),Sub Sector (2),Sub Sector (3),name,slug,website,repository,organizations,origins,Comments,Notes,Comments
611,State and Democracy (Good Governance),,Democracy and the rule of law,,,Project Lockdown,project_lockdown,projectlockdown.world,https://github.com/TheIOFoundation/ProjectLockdown,The IO Foundation,Digital Public Goods Alliance,,,
505,Work and Employment,,Vocational Training and labor market,,,Project PAPUA,project_papua,papua.usdigitalresponse.org,https://github.com/usdigitalresponse/project-papua,US Digital Response,Digital Public Goods Alliance,,,
486,"Digital, Data, and Technology",,,,,Pubic Library of Science,pubic_library_of_science,journals.plos.org,,PLOS,Digital Public Goods Alliance,possible typo in name,,
27,"Digital, Data, and Technology",,,,,PublicLab,publiclab,publiclab.org,https://github.com/publiclab/plots2,PublicLab,DIAL OSC; Digital Public Goods Alliance,,,
322,"Digital, Data, and Technology",,,,,Pudl,pudl,catalyst.coop/pudl,https://github.com/catalyst-cooperative/pudl,Catalyst Cooperative ,Digital Public Goods Alliance,,,
291,State and Democracy (Good Governance),,Justice,,,Pulse Data,pulse_data,,https://github.com/Recidiviz/pulse-data,Recidiviz,Digital Public Goods Alliance,,,
319,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,PulseOx,pulseox,,https://github.com/GliaX/pulseox,Glia,Digital Public Goods Alliance,,,
580,"Digital, Data, and Technology",,Platform Creation,,,Qliksense Enterprise,qliksense_enterprise,www.qlik.com/us/products/qlik-sense,https://github.com/qlik-oss/qliksense-k8s,Qlik,Digital Public Goods Alliance,,,
115,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,QuanTB,quantb,github.com/MSH/QuanTB,https://github.com/MSH/QuanTB,Management Sciences for Health,Digital Public Goods Alliance,,,
28,"Digital, Data, and Technology",,,,,Quantum GIS,quantum_gis,www.qgis.org/en/site,https://github.com/qgis/QGIS,QGIS,Digital Public Goods Alliance,,,
581,Environment and Climate ,,,,,Rainforest Connection,rainforest_connection,rfcx.org,,Rainforest Connection,Digital Public Goods Alliance,,,
352,Environment and Climate ,,,,,Rainforest Connection Guardian,rainforest_connection_guardian,,https://github.com/rfcx/rfcx-org-archived-2020,Rainforest Connection,Digital Public Goods Alliance,,,
520,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,Rakning C-19 App,rakning_c19_app,covid.is/app,https://github.com/aranja/rakning-c19-app,Icelandic Directorate of Health and the Department of Civil Protection and Emergency Management.,Digital Public Goods Alliance,,,
29,"Digital, Data, and Technology",,Platform Creation,,,RapidPro,rapidpro,community.rapidpro.io,https://github.com/rapidpro/rapidpro,RapidPRO; United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance; DIAL OSC,,,
436,"Digital, Data, and Technology",,Platform Creation,,,Rasa,rasa,www.rasa.com,https://github.com/RasaHQ/rasa,Rasa,DIAL OSC; Digital Public Goods Alliance,,,
416,"Digital, Data, and Technology",,,,,Reconcile CSV,reconcile_csv,okfnlabs.org/reconcile-csv,https://github.com/okfn/reconcile-csv,Open Knowledge Foundation,Digital Public Goods Alliance,,,
435,State and Democracy (Good Governance),,Public finance and administration,,,RecordTrac,recordtrac,github.com/codeforamerica/recordtrac,github.com/codeforamerica/recordtrac,Code for America,Digital Public Goods Alliance,,,
226,State and Democracy (Good Governance),,Public finance and administration,,,Redirect 2% - redirectioneaza.ro,redirect_2__redirectioneazaro,redirectioneaza.ro,https://github.com/code4romania/redirectioneaza,Code for Romania,Digital Public Goods Alliance,,,
634,Sustainable Infrastructure,,Energy,,,REMIND,remind,www.pik-potsdam.de/research/transformation-pathways/models/remind,https://github.com/remindmodel/remind,Potsdam Institute for Climate Impact Research,Digital Public Goods Alliance,,,
350,State and Democracy (Good Governance),,Democracy and the rule of law,,,Represent-Canada,representcanada,represent.opennorth.ca,https://github.com/opennorth/represent-canada,Open North,Digital Public Goods Alliance,,,
119,"Digital, Data, and Technology",,,,,Resource Map,resource_map,resourcemap.instedd.org,https://github.com/instedd/resourcemap,InSTEDD,Digital Public Goods Alliance; DIAL OSC,,,
195,"Digital, Data, and Technology",,Data Management and Policy,,,ResourceWatch,resourcewatch,resourcewatch.org/about,https://github.com/resource-watch/resource-watch,World Resources Institute,Digital Public Goods Alliance,,,
125,"Digital, Data, and Technology",Health,Data Collection,,,Reveal,reveal,akros.com/mspray,https://github.com/onaio/mspray,Akros,Digital Public Goods Alliance; Digital Square,,,
509,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,RexChain,rexchain,www.rexchain.io,https://github.com/prescrypto/rexchain,Prescrypto,Digital Public Goods Alliance,,,
113,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,RxSolution,rxsolution,github.com/MSH/RxSolution,https://github.com/MSH/RxSolution,Management Sciences for Health,Digital Public Goods Alliance,,,
642,"Security, Peace, Reconstruction		Gender Based Violence	",,,,,Safe YOU,safe_you,safeyou.space,https://github.com/safeyou-space/safeyou,Impact Innovations Institute LLC,Digital Public Goods Alliance,,,
602,Environment and Climate ,"Digital, Data, and Technology",Data Collection,,,Safecast,safecast,safecast.org,https://github.com/Safecast/safecastapi,Safecast,Digital Public Goods Alliance,,,
454,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,Santé publique France COVID-19 Dashboard,sant_publique_france_covid19_das,dashboard.covid19.data.gouv.fr/vue-d-ensemble,https://github.com/etalab/covid19-dashboard,Santé Publique France,Digital Public Goods Alliance,,,
506,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,SARS-CoV-2 Open Government Data reported by the Swiss Cantons and the Principality of Liechtenstein,sarscov2_open_government_data_re,,https://github.com/openZH/covid_19,The Canton of Zurich,Digital Public Goods Alliance,,,
142,Environment and Climate ,"Digital, Data, and Technology",Data Management and Poiicy,,,SayCel,saycel,saycel.com,https://github.com/saycel/Saycel.Phone,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
462,Social Development and Education,,Education,,,Saylor Academy,saylor_academy,www.saylor.org,,Saylor Academy,Digital Public Goods Alliance,,,
635,Social Development and Education,,E-learning,,,Scikit Learn,scikit_learn,scikit-learn.org,https://github.com/scikit-learn/scikit-learn,Scikit Learn,Digital Public Goods Alliance,,,
58,"Digital, Data, and Technology",,,,,Scratch,scratch,scratch.mit.edu,,,Digital Public Goods Alliance,,,
247,"Security, Peace, Reconstruction",,Humanitarian Aid and Disaster Management,,,Seismic Risk,seismic_risk,,https://github.com/code4romania/seismic-risc,Code for Romania,Digital Public Goods Alliance,,,
432,Economics and Finance,,Payments,,,Sempo,sempo,withsempo.com,https://github.com/teamsempo/SempoBlockchain,Sempo,Digital Public Goods Alliance,,,
206,State and Democracy (Good Governance),,,,,SF DAHLIA,sf_dahlia,housing.sfgov.org,https://github.com/SFDigitalServices/sf-dahlia-web,Exygy,Digital Public Goods Alliance,,,
258,Social Development and Education,,Education,,,SignDict,signdict,,https://github.com/signdict/website,SignDict,Digital Public Goods Alliance,,,
473,Social Development and Education,,Education,,,Siyavula Open Textbooks,siyavula_open_textbooks,www.siyavula.com/read,,Siyavula,Digital Public Goods Alliance,,,
471,Social Development and Education,,Education,,,SkillsCommons,skillscommons,www.skillscommons.org,,"US Department of Labor’s Trade Adjustment Assistance Community College and Career Training (TAACCCT) program; Center for Usability in Design and Accessibility, California State University, Long Beach",Digital Public Goods Alliance,,,
297,Sustainable Infrastructure,,Energy,,,Smart Energy Foundation,smart_energy_foundation,,https://github.com/microsoft/Smart-Energy-Foundation-Demo-Stack,Microsoft Open Source,Digital Public Goods Alliance,,,
137,"Digital, Data, and Technology",,Platform Creation,,,Somleng,somleng,www.somleng.org,https://github.com/somleng/somleng-scfm,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
83,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,SORMAS,sormas,sormas.org,https://github.com/hzi-braunschweig/SORMAS-Project,Helmholtz Centre for Infection Research,Digital Square; Digital Public Goods Alliance,,,
296,"Digital, Data, and Technology",,Data Management and Poiicy,,,Spatio-Temporal Asset Catalog,spatiotemporal_asset_catalog,www.radiant.earth,https://github.com/radiantearth/stac-browser,Radiant Earth,Digital Public Goods Alliance,,,
134,Sustainable Infrastructure,,Energy,,,Standard Energy Efficiency Data Platform,standard_energy_efficiency_data,www.energy.gov/eere/buildings/standard-energy-efficiency-data-seed-platform,https://github.com/SEED-platform/seed,Office of Energy Efficiency and Renewable Energy,Digital Public Goods Alliance,,,
223,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,StarHealth,starhealth,health.the-star.co.ke,https://github.com/CodeForAfrica/HealthTools.KE-theStarHealth,Code for Africa,Digital Public Goods Alliance,,,
144,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,Statwig,statwig,statwig.com,https://gitlab.com/statwig-public,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
386,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,Stethoscope,stethoscope,glia.org/stethoscope,https://github.com/GliaX/Stethoscope,Glia,Digital Public Goods Alliance,,,
519,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,StopCovid Android,stopcovid_android,gitlab.inria.fr/stopcovid19,https://gitlab.inria.fr/stopcovid19/stopcovid-android,INRIA,Digital Public Goods Alliance,,,
525,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,StopCovid iOS,stopcovid_ios,gitlab.inria.fr/stopcovid19,https://gitlab.inria.fr/stopcovid19/stopcovid-ios,INRIA,Digital Public Goods Alliance,,,
484,Social Development and Education,,Education,,,StoryWeaver,storyweaver,storyweaver.org.in,,Pratham Books,Digital Public Goods Alliance,,,
171,Social Development and Education,,Education,,,Sugar,sugar,www.sugarlabs.org,https://github.com/sugarlabs/sugar,SugarLabs,Digital Public Goods Alliance,,,
106,Social Development and Education,"Digital, Data, and Technology",Education,Platform Creation,,Sunbird,sunbird,www.sunbird.org,https://github.com/project-sunbird/sunbird-learning-platform,EkStep Foundation,Digital Public Goods Alliance,,,
428,"Digital, Data, and Technology",Health,Neonatal,,,Super Abbu,super_abbu,www.superabbu.com,https://github.com/faisalmlalani/rah-e-maa,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
96,"Digital, Data, and Technology",,Data Collection,,,Surveda,surveda,surveda.instedd.org,https://github.com/instedd/surveda,InSTEDD,DIAL OSC; Digital Public Goods Alliance,,,
196,Environment and Climate ,,Environment and policy,,,SWEET,sweet,,https://github.com/ESIPFed/sweet,ESIP,Digital Public Goods Alliance,,,
457,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,SwissCovid,swisscovid,github.com/DP-3T/dp3t-app-ios,https://github.com/DP-3T,Ecole Polytechnique Federale de Lausanne and ETH Zurich,Digital Public Goods Alliance,,,
126,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,Synthea,synthea,synthetichealth.github.io/synthea,https://github.com/synthetichealth/synthea,MITRE Corporation,Digital Public Goods Alliance,,,
636,Sustainable Infrastructure,,Energy,,,System Advisor Model,system_advisor_model,sam.nrel.gov,https://github.com/NREL/ssc,National Renewable Energy Laboratory,Digital Public Goods Alliance,,,
527,State and Democracy (Good Governance),,,,,Talent Cloud,talent_cloud,talent.canada.ca/response/en,https://github.com/GCTC-NTGC/TalentCloud,Government of Canada Talent Reserve,Digital Public Goods Alliance,,,
331,State and Democracy (Good Governance),,Media and communication,,,Talk,talk,coralproject.net,https://github.com/coralproject/talk,The Coral Project,Digital Public Goods Alliance,,,
57,Rural Development,,Agricultural Production and Use of Resources,,,Tania,tania,usetania.org,https://github.com/Tanibox/tania-core,Tanibox,Digital Public Goods Alliance,,,
584,Social Development and Education,,Education,,,TEAMMATES,teammates,teammatesv4.appspot.com/web/front/home,https://github.com/TEAMMATES/teammates,TEAMMATES,Digital Public Goods Alliance,,,
459,"Digital, Data, and Technology",,Platform Creation,,,TED,ted,www.ted.com,,TED,Digital Public Goods Alliance,,,
147,"Digital, Data, and Technology",,Platform Creation,,,Telemesh,telemesh,w3engineers.com,https://github.com/w3-engineers/telemesh,United Nations Children’s Fund (UNICEF); W3 Engineers Ltd.,Digital Public Goods Alliance,,,
135,"Digital, Data, and Technology",,Platform Creation,,,Teliportme,teliportme,www.teliportme.com,https://github.com/teliportme/remixvr,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
117,"Digital, Data, and Technology",,Platform Creation,,,TenFour,tenfour,www.tenfour.org,https://github.com/ushahidi/tenfour,TenFour,Digital Public Goods Alliance,,,
30,"Digital, Data, and Technology",,Platform Creation,,,TensorFlow,tensorflow,www.tensorflow.org,https://github.com/tensorflow/tensorflow,Google Brain,Digital Public Goods Alliance,,,
302,"Digital, Data, and Technology",,Platform Creation,,,Terrastories,terrastories,,https://github.com/Terrastories/terrastories,Terrastories,Digital Public Goods Alliance,,,
127,"Digital, Data, and Technology",Health,Platform Creation,,,Thalamus,thalamus,www.gnuhealth.org,,GNU Health; GNUHealth,Digital Public Goods Alliance,,,
543,"Digital, Data, and Technology",,Platform Creation,,,The Atrium,the_atrium,atrium.network,https://github.com/unicef/atrium,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
603,"Digital, Data, and Technology",,Data Management and Poiicy,,,The ChRIS Project,the_chris_project,chrisproject.org,https://github.com/FNNDSC/chrisapp,FNNDSC (Fetal-Neonatal Neuroimaging Developmental Science Center),Digital Public Goods Alliance,,,
107,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,The Global Healthsites Mapping Project,the_global_healthsites_mapping_p,healthsites.io,github.com/healthsites/healthsites,HealthSites.io,Digital Public Goods Alliance; Digital Square,,,
344,"Security, Peace, Reconstruction",,Peace and Security,,,The Guardian Project - Haven,the_guardian_project__haven,,https://github.com/guardianproject/haven,The Guardian Project,Digital Public Goods Alliance,,,
100,State and Democracy (Good Governance),"Digital, Data, and Technology",Democracy and the rule of law,Platform Creation,,The Tor Project,the_tor_project,torproject.org,https://github.com/TheTorProject/gettor,Tor Project,DIAL OSC; Digital Public Goods Alliance,,,
340,"Security, Peace, Reconstruction","Digital, Data, and Technology",Humanitarian Aid and Disaster Management,Platform Creation,,ThinkHazard,thinkhazard,thinkhazard.org/en,https://github.com/GFDRR/thinkhazard,Global Facility for Disaster Reduction and Recovery,Digital Public Goods Alliance,,,
138,State and Democracy (Good Governance),"Digital, Data, and Technology",Democracy and the rule of law,Platform Creation,,Thinking Machines,thinking_machines,thinkingmachin.es,https://github.com/thinkingmachines/geomancer,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
336,"Digital, Data, and Technology",Health,Data Management and Poiicy,,,TidePool,tidepool,developer.tidepool.org,https://github.com/tidepool-org/platform,TidePool,Digital Public Goods Alliance,,,
447,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,Tokyo Metropolitan Government COVID-19 Countermeasure Site,tokyo_metropolitan_government_co,stopcovid19.metro.tokyo.lg.jp/en,https://github.com/tokyo-metropolitan-gov/covid19,Tokyo Metropolitan Government,Digital Public Goods Alliance,,,
453,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,Traction Thrive,traction_thrive,tractionondemand.com/traction-thrive,https://github.com/SFDO-Community/TractionThrive,"Traction Thrive, Salesforce.org",Digital Public Goods Alliance,,,
280,Environment and Climate ,"Digital, Data, and Technology",Environment and policy,Data Collection,,Trends.earth,trendsearth,,https://github.com/ConservationInternational/trends.earth,Conservation International,Digital Public Goods Alliance,,,
437,"Digital, Data, and Technology",,Platform Creation,,,TruBudget,trubudget,openkfw.github.io/trubudget-website,https://github.com/openkfw/TruBudget,KfW Entwicklungsbank,DIAL OSC,No description,A blockchain-based workflow tool for an efficient and transparent project management,
143,Economics and Finance,,Payments,,,Trustlab,trustlab,,https://github.com/TrustlabTech,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
329,State and Democracy (Good Governance),,Democracy and the rule of law,,,Turbo Votes,turbo_votes,,https://github.com/democracyworks/voting-method-works,Democracy Works,Digital Public Goods Alliance,,,
63,"Digital, Data, and Technology",,Platform Creation,,,U-Report,ureport,ureport.in,https://github.com/rapidpro/ureport,RapidPRO; United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
320,"Digital, Data, and Technology",,Platform Creation,,,uData,udata,getudata.org,https://github.com/opendatateam/udata,Open Data Team,Digital Public Goods Alliance,,,
173,Social Development and Education,"Digital, Data, and Technology",Platform Creation,,,UNICEF eTools,unicef_etools,etoolsinfo.unicef.org,https://github.com/unicef/etools,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
306,Social Development and Education,"Digital, Data, and Technology",Platform Creation,,,UNICEF MagicBox,unicef_magicbox,unicefstories.org/magicbox,https://github.com/unicef/magicbox-open-api,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
32,"Digital, Data, and Technology",,Data Collection,,,Ushahidi,ushahidi,ushahidi.com,https://github.com/ushahidi/platform,Ushahidi,DIAL OSC; Digital Public Goods Alliance,,,
463,Social Development and Education,"Digital, Data, and Technology",E-learning,Platform Creation,,Utopic Studio,utopic_studio,utopicstudio.com,https://github.com/utopic-studio/hanselygretelVR,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
398,"Digital, Data, and Technology",,Data Collection,,,Uwazi,uwazi,www.uwazi.io,https://github.com/huridocs/uwazi,Huridocs,Digital Public Goods Alliance,,,
507,"Digital, Data, and Technology",Health,Data Collection,Data Managament and Policy,Infectious Diseases,VaccineLedger,vaccineledger,vaccineledger.com,https://gitlab.com/statwig-public,StaTwig,Digital Public Goods Alliance,,,
489,Social Development and Education,"Digital, Data, and Technology",E-learning,Platform Creation,,Veative Labs,veative_labs,www.veative.com,https://github.com/Veativetech/VeativeWebVR,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
95,"Digital, Data, and Technology",,Platform Creation,,,Verboice,verboice,verboice.instedd.org,https://github.com/instedd/verboice,InSTEDD,DIAL OSC; Digital Public Goods Alliance,,,
604,"Digital, Data, and Technology",,Data Management and Poiicy,,,VIAME,viame,www.viametoolkit.org,https://github.com/VIAME/VIAME,VIAME,Digital Public Goods Alliance,,,
111,"Digital, Data, and Technology",,Data Management and Poiicy,,,VIPS,vips,nibio.no/en/services/vips,https://gitlab.nibio.no/VIPS,Ushahidi; NIBIO; Ushaidi,Digital Public Goods Alliance,,,
637,"Digital, Data, and Technology",Health,Data Collection,Data Managament and Policy,,VistA,vista,worldvista.org/AboutVistA,https://github.com/WorldVistA/VistA,WorldVistA,Digital Public Goods Alliance,,,
546,"Digital, Data, and Technology",Health,Platform Creation,,,VivoosVR,vivoosvr,www.vivoosvr.com/vivoosvr-en,https://github.com/Ideasis/VivoosVR,United Nations Children’s Fund (UNICEF); Ideasis / Turkey,Digital Public Goods Alliance,,,
110,"Digital, Data, and Technology",,Data Collection,,,Volttron,volttron,volttron.org,https://github.com/VOLTTRON/volttron,Pacific Northwest National Laboratory,Digital Public Goods Alliance,,,
47,State and Democracy (Good Governance),"Digital, Data, and Technology",Democracy and the rule of law,Platform Creation,,Vota Inteligente,vota_inteligente,github.com/ciudadanointeligente/votainteligente-portal-electoral,https://github.com/ciudadanointeligente/votainteligente-portal-electoral,Ciudadanía Inteligente,Digital Public Goods Alliance,,,
166,State and Democracy (Good Governance),"Digital, Data, and Technology",Democracy and the rule of law,Platform Creation,,WeVote Server,wevote_server,api.wevoteusa.org,https://github.com/wevote/WeVoteServer,WeVote,Digital Public Goods Alliance,,,
33,Social Development and Education,"Digital, Data, and Technology",E-learning,Platform Creation,,wikiHow,wikihow,www.wikihow.com,,wikiHow,Digital Public Goods Alliance,,,
34,Social Development and Education,"Digital, Data, and Technology",E-learning,Platform Creation,,Wikipedia,wikipedia,www.wikipedia.org,,Wikimedia Foundation,Digital Public Goods Alliance,,,
235,Social Development and Education,"Digital, Data, and Technology",E-learning,Platform Creation,,Wildbook,wildbook,www.wildbook.org/doku.php,https://github.com/WildbookOrg/Wildbook,Wildme,Digital Public Goods Alliance,,,
35,"Digital, Data, and Technology",,Platform Creation,,,WordPress,wordpress,wordpress.org,github.com/WordPress/WordPress,,,,,
413,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,Infectious Diseases,World Health Organization App,world_health_organization_app,worldhealthorganization.github.io/app,https://github.com/WorldHealthOrganization/app,World Health Organization,Digital Public Goods Alliance,,,
422,"Digital, Data, and Technology",,Platform Creation,,,X-Road,xroad,x-road.global,https://github.com/nordic-institute/X-Road,Nordic Institute for Interoperability Solutions (NIIS); Nordic Institute for Interoperability Solutions,Digital Public Goods Alliance,,,
155,Social Development and Education,"Digital, Data, and Technology",E-learning,Platform Creation,,Yuudee,yuudee,www.daokoudai.com,backend：https://github.com/xiaoyudi-China/yuudee,United Nations Children’s Fund (UNICEF),Digital Public Goods Alliance,,,
638,"Digital, Data, and Technology",Health,Platform Creation,Data Managament and Policy,,ZEPRS,zeprs,www.medfloss.org/node/592,https://github.com/chrisekelley/zeprs,RTI International,Digital Public Goods Alliance,,,
